Nom de la borne de recharge,Nom du parc,Rue,Suite,Ville,Code Postal,Niveau de recharge,Latitude,Longitude,Coût,Mode de tarification,Type d’emplacement,Puissance (kW),Catégorie puissance
CEA-11452,10001 | BSR | ANJ | 7070 Jean-Talon,7070 rue Jean-Talon Est,,Montréal,H1M 3T4,Niveau 2,45.597136,-73.56931,1.0,par heure,sur rue,6.2,Lente
CEA-14592,1039 | BSR | AC | 9090 rue Charles de la Tour,"9090, Rue Charles-de-LaTour",,Montréal,H4N 1M2,Niveau 2,45.5296408,-73.6547728,1.0,par heure,,6.2,Lente
CEA-14598,1039 | BSR | AC | 9090 rue Charles de la Tour,"9090, Rue Charles-de-LaTour",,Montréal,H4N 1M2,Niveau 2,45.5296408,-73.6547728,1.0,par heure,,6.2,Lente
CEA-12875,1040 | BHR | AC | 12225 Grenet,12225 Rue Grenet,,Montréal,H4J 2N7,Niveau 2,45.529773,-73.7154587890817,1.0,par heure,,6.2,Lente
CEA-12862,1040 | BHR | AC | 12225 Grenet,12225 Rue Grenet,,Montréal,H4J 2N7,Niveau 2,45.529773,-73.7154587890817,1.0,par heure,,6.2,Lente
CEA-12876,1040 | BHR | AC | 12225 Grenet,12225 Rue Grenet,,Montréal,H4J 2N7,Niveau 2,45.529773,-73.7154587890817,1.0,par heure,,6.2,Lente
CEA-12863,1040 | BHR | AC | 12225 Grenet,12225 Rue Grenet,,Montréal,H4J 2N7,Niveau 2,45.529773,-73.7154587890817,1.0,par heure,,6.2,Lente
CEA-14502,1041 | BSR | AC | 9701 blv. Olympia,"9701, Boulevard Olympia",,Montréal,H2C 2V6,Niveau 2,45.559507,-73.648833,1.0,par heure,,7.2,Normale
CEA-15386,1041 | BSR | AC | 9701 blv. Olympia,"9701, Boulevard Olympia",,Montréal,H2C 2V6,Niveau 2,45.559507,-73.648833,1.0,par heure,,7.2,Normale
CEA-14503,1041 | BSR | AC | 9701 blv. Olympia,"9701, Boulevard Olympia",,Montréal,H2C 2V6,Niveau 2,45.559507,-73.648833,1.0,par heure,,7.2,Normale
CEA-15392,1041 | BSR | AC | 9701 blv. Olympia,"9701, Boulevard Olympia",,Montréal,H2C 2V6,Niveau 2,45.559507,-73.648833,1.0,par heure,,7.2,Normale
CEA-14909,1042 | BSR | AC | 600 rue Fleury,600 rue Fleury,,Montréal,H2C 1N6,Niveau 2,45.554228,-73.66135,1.0,par heure,,6.2,Lente
CEA-14916,1042 | BSR | AC | 600 rue Fleury,600 rue Fleury,,Montréal,H2C 1N6,Niveau 2,45.554228,-73.66135,1.0,par heure,,6.2,Lente
CEA-14827,1042 | BSR | AC | 600 rue Fleury,600 rue Fleury,,Montréal,H2C 1N6,Niveau 2,45.554228,-73.66135,1.0,par heure,,6.2,Lente
CEA-14825,1042 | BSR | AC | 600 rue Fleury,600 rue Fleury,,Montréal,H2C 1N6,Niveau 2,45.554228,-73.66135,1.0,par heure,,6.2,Lente
CEA-13585,1058 | BSR | AC | 9815 rue Lajeunesse,"9815, Rue Lajeunesse",,Montréal,H3L 2C9,Niveau 2,45.551662080679336,-73.65604709592269,1.0,par heure,,6.2,Lente
CEA-13791,1058 | BSR | AC | 9815 rue Lajeunesse,"9815, Rue Lajeunesse",,Montréal,H3L 2C9,Niveau 2,45.551662080679336,-73.65604709592269,1.0,par heure,,6.2,Lente
CEA-086,1080 | BBHR | AC | 10560 Rue St-Hubert : Aréna Ahuntsic,10560 Rue St-Hubert,,Montréal,H2C 2H7,Niveau 2,45.557008,-73.664484,1.0,par heure,,6.2,Lente
CEA-11120,1081 | BBHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson,11301 Boulevard de l'Acadie,,Montréal,H3M 2T1,Niveau 2,45.5367927,-73.6847163,1.0,par heure,sur rue,6.2,Lente
CEA-10783,1081 | BBHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson,11301 Boulevard de l'Acadie,,Montréal,H3M 2T1,Niveau 2,45.5367927,-73.6847163,1.0,par heure,sur rue,6.2,Lente
CEA-10781,1081 | BBHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson,11301 Boulevard de l'Acadie,,Montréal,H3M 2T1,Niveau 2,45.5367927,-73.6847163,1.0,par heure,sur rue,6.2,Lente
CEA-11482,11001 | BSR | MN | 5195 Alfred,5195 Alfred,,Montréal,H1G 5B9,Niveau 2,45.60424,-73.628686,1.0,par heure,sur rue,6.2,Lente
CEA-11483,11001 | BSR | MN | 5195 Alfred,5195 Alfred,,Montréal,H1G 5B9,Niveau 2,45.60424,-73.628686,1.0,par heure,sur rue,6.2,Lente
CEA-11396,11003 | BSR | MN | 4701 de Bayonne : Parc Sauvé,4701 de Bayonne,,Montréal,H1H 1N9,Niveau 2,45.598483,-73.635289,1.0,par heure,sur rue,6.2,Lente
CEA-11486,11003 | BSR | MN | 4701 de Bayonne : Parc Sauvé,4701 de Bayonne,,Montréal,H1H 1N9,Niveau 2,45.598483,-73.635289,1.0,par heure,sur rue,6.2,Lente
CEA-12110,11004 | BSR | MN | 10825 Edger,10825 Edger,,Montréal,H1G 3E1,Niveau 2,45.598483,-73.62168,1.0,par heure,,6.2,Lente
CEA-12114,11004 | BSR | MN | 10825 Edger,10825 Edger,,Montréal,H1G 3E1,Niveau 2,45.598483,-73.62168,1.0,par heure,,6.2,Lente
CEA-12115,11005 | BSR | MN | 11243 Garon - Parc Amos Garon,11243 Garon - Parc Amos Garon,,Montréal,H1H 3T5,Niveau 2,45.59529,-73.638254,1.0,par heure,sur rue,6.2,Lente
CEA-12116,11005 | BSR | MN | 11243 Garon - Parc Amos Garon,11243 Garon - Parc Amos Garon,,Montréal,H1H 3T5,Niveau 2,45.59529,-73.638254,1.0,par heure,sur rue,6.2,Lente
CEA-11928,11006 | BSR | MN | 5047 Charleroi,5047 Charleroi,,Montréal,H1G 5M1,Niveau 2,45.599257,-73.626918,1.0,par heure,sur rue,6.2,Lente
CEA-11924,11006 | BSR | MN | 5047 Charleroi,5047 Charleroi,,Montréal,H1G 5M1,Niveau 2,45.599257,-73.626918,1.0,par heure,sur rue,6.2,Lente
CEA-12972,11007 | BSR | MN | 11917 Drapeau,11917 Rue Drapeau,,Montréal,H1H 3K8,Niveau 2,45.603065,-73.640493,1.0,par heure,,6.2,Lente
CEA-12840,11007 | BSR | MN | 11917 Drapeau,11917 Rue Drapeau,,Montréal,H1H 3K8,Niveau 2,45.603065,-73.640493,1.0,par heure,,6.2,Lente
CEA-12853,11008 | BSR | MN | 3273 Gouin,3273 Gouin ,,Montréal,H1H 1A9,Niveau 2,45.586392,-73.652012,1.0,par heure,,6.2,Lente
CEA-12851,11008 | BSR | MN | 3273 Gouin,3273 Gouin ,,Montréal,H1H 1A9,Niveau 2,45.586392,-73.652012,1.0,par heure,,6.2,Lente
CEA-12849,11008 | BSR | MN | 3273 Gouin,3273 Gouin ,,Montréal,H1H 1A9,Niveau 2,45.586392,-73.652012,1.0,par heure,,6.2,Lente
CEA-12854,11008 | BSR | MN | 3273 Gouin,3273 Gouin ,,Montréal,H1H 1A9,Niveau 2,45.586392,-73.652012,1.0,par heure,,6.2,Lente
CEA-13511,11009 | BSR | MN | 4740 Charleroi,4740 Charleroi,,Montréal,H1H 1V2,Niveau 2,45.59632986,-73.63137062,1.0,par heure,,6.2,Lente
CEA-13513,11009 | BSR | MN | 4740 Charleroi,4740 Charleroi,,Montréal,H1H 1V2,Niveau 2,45.59632986,-73.63137062,1.0,par heure,,6.2,Lente
CEA-15358,11080 | BBHR | MN | 4243 de Charleroi : Hôtel de Ville,4243 rue de Charleroi,,Montréal,H1H 5R5,Niveau 2,45.594043,-73.63755,1.0,par heure,,6.2,Lente
CEA-13004,11080 | BBHR | MN | 4243 de Charleroi : Hôtel de Ville,4243 rue de Charleroi,,Montréal,H1H 5R5,Niveau 2,45.594043,-73.63755,1.0,par heure,,6.2,Lente
CEA-11041,12001 | BSR | SLE | 4755 Jarry Est,4755 Jarry Est ,,Montréal,H1R 1X7,Niveau 2,45.578506,-73.597303,1.0,par heure,,6.2,Lente
CEA-11139,12001 | BSR | SLE | 4755 Jarry Est,4755 Jarry Est ,,Montréal,H1R 1X7,Niveau 2,45.578506,-73.597303,1.0,par heure,,6.2,Lente
CEA-11443,12002 | BSR | SLE | 5200 Lavoisier,5200 Lavoisier,,Montréal,H1R 1J5,Niveau 2,45.589301,-73.607482,1.0,par heure,sur rue,6.2,Lente
CEA-11446,12002 | BSR | SLE | 5200 Lavoisier,5200 Lavoisier,,Montréal,H1R 1J5,Niveau 2,45.589301,-73.607482,1.0,par heure,sur rue,6.2,Lente
CEA-11807,12004 | BSR | SLE | 5152 Jarry E., 5152 Jarry E.,,Montréal,H1R 2L8,Niveau 2,45.582365,-73.594047,1.0,par heure,sur rue,6.2,Lente
CEA-11803,12004 | BSR | SLE | 5152 Jarry E., 5152 Jarry E.,,Montréal,H1R 2L8,Niveau 2,45.582365,-73.594047,1.0,par heure,sur rue,6.2,Lente
CEA-11023,12005 | BSR | SLE | 5345 Jarry, 5345 Jarry,,Montréal,H1P 1T8,Niveau 2,45.584271,-73.592244,1.0,par heure,sur rue,6.2,Lente
CEA-11032,12005 | BSR | SLE | 5345 Jarry, 5345 Jarry,,Montréal,H1P 1T8,Niveau 2,45.584271,-73.592244,1.0,par heure,,6.2,Lente
CEA-13245,12005 | BSR | SLE | 5345 Jarry, 5345 Jarry,,Montréal,H1P 1T8,Niveau 2,45.584271,-73.592244,1.0,par heure,,6.2,Lente
CEA-13252,12005 | BSR | SLE | 5345 Jarry, 5345 Jarry,,Montréal,H1P 1T8,Niveau 2,45.584271,-73.592244,1.0,par heure,,6.2,Lente
CEA-13736,12006 | BBHR | SLE | 5555 Jean-Talon Est,5555 Jean-Talon,,Montréal,H1S 2Z9,Niveau 2,45.58204448,-73.58114864,1.0,par heure,,6.2,Lente
CEA-13730,12006 | BBHR | SLE | 5555 Jean-Talon Est,5555 Jean-Talon,,Montréal,H1S 2Z9,Niveau 2,45.58204448,-73.58114864,1.0,par heure,,6.2,Lente
CEA-13814,12007 | BSR | SLE | 5788 rue Jarry,"5788, Rue Jarry Est",,Montréal,H1P 1V5,Niveau 2,45.5873141,-73.5885538,1.0,par heure,,6.2,Lente
CEA-13792,12007 | BSR | SLE | 5788 rue Jarry,"5788, Rue Jarry Est",,Montréal,H1P 1V5,Niveau 2,45.5873141,-73.5885538,1.0,par heure,,6.2,Lente
CEA-15405,12008 -5665 Brunetière,"5665, Rue Brunetière",,Montréal,H1S 1B5,Niveau 2,45.5846908,-73.58420629999999,1.0,par heure,,7.2,Normale
CEA-15408,12008 -5665 Brunetière,"5665, Rue Brunetière",,Montréal,H1S 1B5,Niveau 2,45.5846908,-73.58420629999999,1.0,par heure,,7.2,Normale
CEA-15496,12023 - 4854 rue Jean-Nicolet,"4854, Rue Jean-Nicolet",,Montréal,H1R 2P9,Niveau 2,45.5807598,-73.5961062,1.0,par heure,,7.2,Normale
CEA-15499,12023 - 4854 rue Jean-Nicolet,"4854, Rue Jean-Nicolet",,Montréal,H1R 2P9,Niveau 2,45.5807598,-73.5961062,1.0,par heure,,7.2,Normale
CEA-10124,12082 | BBHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,7755 Rue Colbert,,Montréal,H1R 2B6,Niveau 2,45.574105,-73.59573,1.0,par heure,,6.2,Lente
CEA-12945,12082 | BBHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,7755 Rue Colbert,,Montréal,H1R 2B6,Niveau 2,45.574105,-73.59573,1.0,par heure,,6.2,Lente
CEA-13300,12082 | BBHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,7755 Rue Colbert,,Montréal,H1R 2B6,Niveau 2,45.574105,-73.59573,1.0,par heure,,6.2,Lente
CEA-12748,1250 rue Guy,"1250, Rue Guy",,Montréal,H3H 2S7,Niveau 2,45.4947337,-73.5776328,1.0,par heure,,6.2,Lente
CEA-12758,1250 rue Guy,"1250, Rue Guy",,Montréal,H3H 2S7,Niveau 2,45.4947337,-73.5776328,1.0,par heure,,6.2,Lente
CEA-12754,1250 rue Guy,"1250, Rue Guy",,Montréal,H3H 2S7,Niveau 2,45.4947337,-73.5776328,1.0,par heure,,6.2,Lente
CEA-12765,1250 rue Guy,"1250, Rue Guy",,Montréal,H3H 2S7,Niveau 2,45.4947337,-73.5776328,1.0,par heure,,6.2,Lente
CEA-12753,1250 rue Guy,"1250, Rue Guy",,Montréal,H3H 2S7,Niveau 2,45.4947337,-73.5776328,1.0,par heure,,6.2,Lente
CEA-11316 ,13001 | BSR | OUTR | 1311 Bernard,"1311, Avenue Bernard",,Montréal,H2V 1W1,Niveau 2,45.519037,-73.609899,1.0,par heure,,7.2,Normale
CEA-11328,13001 | BSR | OUTR | 1311 Bernard,"1311, Avenue Bernard",,Montréal,H2V 1W1,Niveau 2,45.519037,-73.609899,1.0,par heure,sur rue,6.2,Lente
CEA-11445,13002 | BSR | OUTR | 122 Querbes,"122, Avenue Querbes",,Montréal,H2V 3V9,Niveau 2,45.5175347,-73.5981603,1.0,par heure,sur rue,6.2,Lente
CEA-11444,13002 | BSR | OUTR | 122 Querbes,"122, Avenue Querbes",,Montréal,H2V 3V9,Niveau 2,45.5175347,-73.5981603,1.0,par heure,sur rue,6.2,Lente
CEA-12925,13002 | BSR | OUTR | 122 Querbes,"122, Avenue Querbes",,Montréal,H2V 3V9,Niveau 2,45.5175347,-73.5981603,1.0,par heure,sur rue,6.2,Lente
CEA-12926,13002 | BSR | OUTR | 122 Querbes,"122, Avenue Querbes",,Montréal,H2V 3V9,Niveau 2,45.5175347,-73.5981603,1.0,par heure,sur rue,6.2,Lente
CEA-11451,13003 | BHR | OUTR | 779 de l'Épée,779 de l'Épée,,Montréal,H2V 3V1,Niveau 2,45.523205,-73.611731,1.0,par heure,,6.2,Lente
CEA-11441,13003 | BHR | OUTR | 779 de l'Épée,779 de l'Épée,,Montréal,H2V 3V1,Niveau 2,45.523205,-73.611731,1.0,par heure,,6.2,Lente
CEA-13738,13003 | BHR | OUTR | 779 de l'Épée,779 de l'Épée,,Montréal,H2V 3V1,Niveau 2,45.523205,-73.611731,1.0,par heure,,6.2,Lente
CEA-13732,13003 | BHR | OUTR | 779 de l'Épée,779 de l'Épée,,Montréal,H2V 3V1,Niveau 2,45.523205,-73.611731,1.0,par heure,,6.2,Lente
CEA-12019,13006 | BSR | OUTR | 620 de l’Épée,620 de l’Épée,,Montréal,H2V 3T8,Niveau 2,45.521536,-73.608234,1.0,par heure,sur rue,6.2,Lente
CEA-12014,13006 | BSR | OUTR | 620 de l’Épée,620 de l’Épée,,Montréal,H2V 3T8,Niveau 2,45.521536,-73.608234,1.0,par heure,sur rue,6.2,Lente
CEA-13731,13006 | BSR | OUTR | 620 de l’Épée,620 de l’Épée,,Montréal,H2V 3T8,Niveau 2,45.521536,-73.608234,1.0,par heure,,6.2,Lente
CEA-13728,13006 | BSR | OUTR | 620 de l’Épée,620 de l’Épée,,Montréal,H2V 3T8,Niveau 2,45.521536,-73.608234,1.0,par heure,,6.2,Lente
CEA-12007,13007 | BSR | OUTR | 481 Édouard-Charles,481 Édouard-Charles,,Montréal,H2V 2N3,Niveau 2,45.517788,-73.596564,1.0,par heure,sur rue,6.2,Lente
CEA-12008,13007 | BSR | OUTR | 481 Édouard-Charles,481 Édouard-Charles,,Montréal,H2V 2N3,Niveau 2,45.517788,-73.596564,1.0,par heure,sur rue,6.2,Lente
CEA-12870,13008 | BHR | OUTR | 1080 Rockland,1080 Rockland,,Montréal,H2V 3A1,Niveau 2,45.519203,-73.622776,1.0,par heure,,6.2,Lente
CEA-12900,13008 | BHR | OUTR | 1080 Rockland,1080 Rockland,,Montréal,H2V 3A1,Niveau 2,45.519203,-73.622776,1.0,par heure,,6.2,Lente
CEA-12903,13008 | BHR | OUTR | 1080 Rockland,1080 Rockland,,Montréal,H2V 3A1,Niveau 2,45.519203,-73.622776,1.0,par heure,,6.2,Lente
CEA-12916,13008 | BHR | OUTR | 1080 Rockland,1080 Rockland,,Montréal,H2V 3A1,Niveau 2,45.519203,-73.622776,1.0,par heure,,6.2,Lente
CEA-13051,13009 | BSR | OUTR | 5123 Durocher,5123 Durocher,,Montréal,H2V 3X7,Niveau 2,45.518592,-73.597476,1.0,par heure,sur rue,6.2,Lente
CEA-13081,13009 | BSR | OUTR | 5123 Durocher,5123 Durocher,,Montréal,H2V 3X7,Niveau 2,45.518592,-73.597476,1.0,par heure,sur rue,6.2,Lente
CEA-13087,13009 | BSR | OUTR | 5123 Durocher,5123 Durocher,,Montréal,H2V 3X7,Niveau 2,45.518592,-73.597476,1.0,par heure,sur rue,6.2,Lente
CEA-13090,13009 | BSR | OUTR | 5123 Durocher,5123 Durocher,,Montréal,H2V 3X7,Niveau 2,45.518592,-73.597476,1.0,par heure,,6.2,Lente
CEA-14512,13011 | BHR | OUTR | 1385 av Bernard,1385 av Bernard,,Montréal,H2V 1V8,Niveau 2,45.518908,-73.61034436462427,1.0,par heure,,6.2,Lente
CEA-14519,13011 | BHR | OUTR | 1385 av Bernard,1385 av Bernard,,Montréal,H2V 1V8,Niveau 2,45.518908,-73.61034436462427,1.0,par heure,,6.2,Lente
CEA-14913,13011 | BHR | OUTR | 1385 av Bernard,1385 av Bernard,,Montréal,H2V 1V8,Niveau 2,45.518908,-73.61034436462427,1.0,par heure,,6.2,Lente
CEA-14912,13011 | BHR | OUTR | 1385 av Bernard,1385 av Bernard,,Montréal,H2V 1V8,Niveau 2,45.518908,-73.61034436462427,1.0,par heure,,6.2,Lente
CEA-13727,14001 | BSR | SLA | 775 Muir,775 Muir,,Montréal,H4L 5N5,Niveau 2,45.52153232,-73.67108948,1.0,par heure,,6.2,Lente
CEA-13729,14001 | BSR | SLA | 775 Muir,775 Muir,,Montréal,H4L 5N5,Niveau 2,45.52153232,-73.67108948,1.0,par heure,,6.2,Lente
CEA-13726,14001 | BSR | SLA | 775 Muir,775 Muir,,Montréal,H4L 5N5,Niveau 2,45.52153232,-73.67108948,1.0,par heure,,6.2,Lente
CEA-13721,14001 | BSR | SLA | 775 Muir,775 Muir,,Montréal,H4L 5N5,Niveau 2,45.52153232,-73.67108948,1.0,par heure,,6.2,Lente
CEA-10956,14002 | BSR | SLA | 1807 Couvrette,1807 Couvrette,,Montréal,H4L 4T7,Niveau 2,45.52811,-73.68553,1.0,par heure,sur rue,6.2,Lente
CEA-10924,14002 | BSR | SLA | 1807 Couvrette,1807 Couvrette,,Montréal,H4L 4T7,Niveau 2,45.52811,-73.68553,1.0,par heure,sur rue,6.2,Lente
CEA-10961,14002 | BSR | SLA | 1807 Couvrette,1807 Couvrette,,Montréal,H4L 4T7,Niveau 2,45.52811,-73.68553,1.0,par heure,sur rue,6.2,Lente
CEA-13314,14003 | BSR | SLA | 291 Khalil Gibran,291 Khalil Gibran,,Montréal,H4N 4A1,Niveau 2,45.5266853,-73.6681217,1.0,par heure,,6.2,Lente
CEA-13342,14003 | BSR | SLA | 291 Khalil Gibran,291 Khalil Gibran,,Montréal,H4N 4A1,Niveau 2,45.5266853,-73.6681217,1.0,par heure,,6.2,Lente
CEA-13318,14003 | BSR | SLA | 291 Khalil Gibran,291 Khalil Gibran,,Montréal,H4N 4A1,Niveau 2,45.5266853,-73.6681217,1.0,par heure,,6.2,Lente
CEA-13344,14003 | BSR | SLA | 291 Khalil Gibran,291 Khalil Gibran,,Montréal,H4N 4A1,Niveau 2,45.5266853,-73.6681217,1.0,par heure,,6.2,Lente
CEA-10753,14004 | BSR | SLA | 2695 Ernest-Hemingway,2695A Ernest-Hemingway,,Montréal,H4R 3E9,Niveau 2,45.511641,-73.71131,1.0,par heure,sur rue,6.2,Lente
CEA-10932,14004 | BSR | SLA | 2695 Ernest-Hemingway,2695A Ernest-Hemingway,,Montréal,H4R 3E9,Niveau 2,45.511641,-73.71131,1.0,par heure,sur rue,6.2,Lente
CEA-11006,14005 | BSR | SLA | 4405 Bois Franc,4405 Bois Franc,,Montréal,H4S 1A8,Niveau 2,45.499975,-73.735495,1.0,par heure,,6.2,Lente
CEA-10926,14005 | BSR | SLA | 4405 Bois Franc,4405 Bois Franc,,Montréal,H4S 1A8,Niveau 2,45.499975,-73.735495,1.0,par heure,sur rue,6.2,Lente
CEA-11029,14005 | BSR | SLA | 4405 Bois Franc,4405 Bois Franc,,Montréal,H4S 1A8,Niveau 2,45.499975,-73.735495,1.0,par heure,sur rue,6.2,Lente
CEA-10955,14005 | BSR | SLA | 4405 Bois Franc,4405 Bois Franc,,Montréal,H4S 1A8,Niveau 2,45.499975,-73.735495,1.0,par heure,sur rue,6.2,Lente
CEA-13720,14006 | BSR | SLA | 1898 Alexis-Nihon,1898 Alexis Nihon,,Montréal,H4R 3B6,Niveau 2,45.51364297,-73.70745341,1.0,par heure,,6.2,Lente
CEA-13734,14006 | BSR | SLA | 1898 Alexis-Nihon,1898 Alexis Nihon,,Montréal,H4R 3B6,Niveau 2,45.51364297,-73.70745341,1.0,par heure,,6.2,Lente
CEA-13723,14006 | BSR | SLA | 1898 Alexis-Nihon,1898 Alexis Nihon,,Montréal,H4R 3B6,Niveau 2,45.51364297,-73.70745341,1.0,par heure,,6.2,Lente
CEA-13722,14006 | BSR | SLA | 1898 Alexis-Nihon,1898 Alexis Nihon,,Montréal,H4R 3B6,Niveau 2,45.51364297,-73.70745341,1.0,par heure,,6.2,Lente
CEA-10842,14007 | BSR | SLA | 1535 Beaudet,1535 Beaudet,,Montréal,H4L 2J9,Niveau 2,45.510062,-73.677333,1.0,par heure,sur rue,6.2,Lente
CEA-10858,14007 | BSR | SLA | 1535 Beaudet,1535 Beaudet,,Montréal,H4L 2J9,Niveau 2,45.510062,-73.677333,1.0,par heure,sur rue,6.2,Lente
CEA-10951,14008 | BSR | SLA | 1555 Édouard-Laurin,1555 Boulevard Edouard-Laurin,,Montréal,H4L 2B2,Niveau 2,45.51282,-73.683041,1.0,par heure,sur rue,6.2,Lente
CEA-10925,14008 | BSR | SLA | 1555 Édouard-Laurin,1555 Boulevard Edouard-Laurin,,Montréal,H4L 2B2,Niveau 2,45.51282,-73.683041,1.0,par heure,sur rue,6.2,Lente
CEA-10957,14009 | BSR | SLA | 1677 Poirier,1677 Poirier,,Montréal,H4L 1J2,Niveau 2,45.51964,-73.697318,1.0,par heure,sur rue,6.2,Lente
CEA-10953,14009 | BSR | SLA | 1677 Poirier,1677 Poirier,,Montréal,H4L 1J2,Niveau 2,45.51964,-73.697318,1.0,par heure,sur rue,6.2,Lente
CEA-10754,14010 | BSR | SLA | 5645 Dessiant,5645 Dessiant,,Montréal,H4S 1M1,Niveau 2,45.49534,-73.748614,1.0,par heure,sur rue,6.2,Lente
CEA-10854,14010 | BSR | SLA | 5645 Dessiant,5645 Dessiant,,Montréal,H4S 1M1,Niveau 2,45.49534,-73.748614,1.0,par heure,sur rue,6.2,Lente
CEA-10849,14011 | BSR | SLA | 360A Meloche,360 Meloche,,Montréal,H4N 1A6,Niveau 2,45.528437,-73.675778,1.0,par heure,sur rue,6.2,Lente
CEA-10850,14011 | BSR | SLA | 360A Meloche,360 Meloche,,Montréal,H4N 1A6,Niveau 2,45.528437,-73.675778,1.0,par heure,sur rue,6.2,Lente
CEA-10933,14012 | BSR | SLA | 3100 Toupin,3100 Toupin,,Montréal,H4K 2V4,Niveau 2,45.517305,-73.726967,1.0,par heure,sur rue,6.2,Lente
CEA-10567,14012 | BSR | SLA | 3100 Toupin,3100 Toupin,,Montréal,H4K 2V4,Niveau 2,45.517305,-73.726967,1.0,par heure,sur rue,6.2,Lente
CEA-11359,14013 | BSR | SLA | 1230 rue Muir,1230 rue Muir,,Montréal,H4L 4S8,Niveau 2,45.52468,-73.675618,1.0,par heure,sur rue,6.2,Lente
CEA-11321,14013 | BSR | SLA | 1230 rue Muir,1230 rue Muir,,Montréal,H4L 4S8,Niveau 2,45.52468,-73.675618,1.0,par heure,sur rue,6.2,Lente
CEA-11477,14014 | BSR | SLA | 4205 Ernest-Hemmingway,4205 Ernest-Hemmingway,,Montréal,H4R 0C4,Niveau 2,45.502385,-73.724947,1.0,par heure,sur rue,6.2,Lente
CEA-11476,14014 | BSR | SLA | 4205 Ernest-Hemmingway,4205 Ernest-Hemmingway,,Montréal,H4R 0C4,Niveau 2,45.502385,-73.724947,1.0,par heure,sur rue,6.2,Lente
CEA-11137,14015 | BSR | SLA | 1295 Basile Moreau,1295 Basile Moreau,,Montréal,H4L 4A1,Niveau 2,45.516107,-73.678216,1.0,par heure,,6.2,Lente
CEA-11220,14015 | BSR | SLA | 1295 Basile Moreau,1295 Basile Moreau,,Montréal,H4L 4A1,Niveau 2,45.516107,-73.678216,1.0,par heure,,6.2,Lente
CEA-11472,14016 | BSR | SLA | 1505 Cardinal,1505 Cardinal,,Montréal,H4L 3G3,Niveau 2,45.516092,-73.690142,1.0,par heure,sur rue,6.2,Lente
CEA-11474,14016 | BSR | SLA | 1505 Cardinal,1505 Cardinal,,Montréal,H4L 3G3,Niveau 2,45.516092,-73.690142,1.0,par heure,sur rue,6.2,Lente
CEA-11810,14018 | BSR | SLA | 6405 Abrams,6405 Abrams,,Montréal,H4S 1Y2,Niveau 2,45.488343,-73.751973,1.0,par heure,sur rue,6.2,Lente
CEA-11964,14018 | BSR | SLA | 6405 Abrams,6405 Abrams,,Montréal,H4S 1Y2,Niveau 2,45.488343,-73.751973,1.0,par heure,sur rue,6.2,Lente
CEA-11927,14019 | BSR | SLA | 3200 Guenette,3200 Guenette,,Montréal,H4S 2G5,Niveau 2,45.506815,-73.739193,1.0,par heure,sur rue,6.2,Lente
CEA-11840,14019 | BSR | SLA | 3200 Guenette,3200 Guenette,,Montréal,H4S 2G5,Niveau 2,45.506815,-73.739193,1.0,par heure,,6.2,Lente
CEA-12299,14020 | BSR | SLA | 5007 Bois Franc,5007 Bois Franc,,Montréal,H4S 1T2,Niveau 2,45.495362,-73.743105,1.0,par heure,sur rue,6.2,Lente
CEA-12303,14020 | BSR | SLA | 5007 Bois Franc,5007 Bois Franc,,Montréal,H4S 1T2,Niveau 2,45.495362,-73.743105,1.0,par heure,sur rue,6.2,Lente
CEA-12422,14021 | BSR | SLA | 140 Place Benoit,140 Place Benoit,,Montréal,H4N 2H4,Niveau 2,45.516229,-73.662761,1.0,par heure,sur rue,6.2,Lente
CEA-12428,14021 | BSR | SLA | 140 Place Benoit,140 Place Benoit,,Montréal,H4N 2H4,Niveau 2,45.516229,-73.662761,1.0,par heure,sur rue,6.2,Lente
CEA-12562,14022 | BSR | SLA | 4747 Bourg,4747 Bourg,,Montréal,H4T 1H9,Niveau 2,45.473768,-73.700066,1.0,par heure,sur rue,6.2,Lente
CEA-12567,14022 | BSR | SLA | 4747 Bourg,4747 Bourg,,Montréal,H4T 1H9,Niveau 2,45.473768,-73.700066,1.0,par heure,sur rue,6.2,Lente
CEA-12793,14023 | BSR | SLA | 70 Crépeau,70 Rue Crépeau,,Montréal,H4N 1M7,Niveau 2,45.531473,-73.668796,1.0,par heure,sur rue,6.2,Lente
CEA-13082,14023 | BSR | SLA | 70 Crépeau,70 Rue Crépeau,,Montréal,H4N 1M7,Niveau 2,45.531473,-73.668796,1.0,par heure,sur rue,6.2,Lente
CEA-13070,14023 | BSR | SLA | 70 Crépeau,70 Rue Crépeau,,Montréal,H4N 1M7,Niveau 2,45.531473,-73.668796,1.0,par heure,sur rue,6.2,Lente
CEA-12810,14023 | BSR | SLA | 70 Crépeau,70 Rue Crépeau,,Montréal,H4N 1M7,Niveau 2,45.531473,-73.668796,1.0,par heure,sur rue,6.2,Lente
CEA-12844,14024 | BSR | SLA | 1451 Alexis Nihon,1451 Alexis Nihon,,Montréal,H4R 2R4,Niveau 2,45.510129,-73.699756,1.0,par heure,,6.2,Lente
